,Time,seconds,day,year,month
1285,2022-03-29 06:03:00,143.838,88,2022,3
1286,2022-03-29 06:03:00,2.248,88,2022,3
1287,2022-03-29 06:04:00,19.924,88,2022,3
1288,2022-03-29 06:08:00,259.375,88,2022,3
1289,2022-03-29 06:12:00,275.546,88,2022,3
1290,2022-03-29 06:14:00,85.82,88,2022,3
1291,2022-03-29 06:19:00,292.415,88,2022,3
1292,2022-03-29 06:25:00,395.396,88,2022,3
1293,2022-03-29 06:31:00,311.025,88,2022,3
1294,2022-03-29 06:35:00,256.299,88,2022,3
1295,2022-03-29 06:39:00,248.635,88,2022,3
1296,2022-03-29 06:44:00,294.017,88,2022,3
1297,2022-03-29 06:48:00,247.463,88,2022,3
1298,2022-03-29 06:53:00,291.688,88,2022,3
1299,2022-03-29 06:58:00,289.792,88,2022,3
1300,2022-03-29 07:03:00,341.049,88,2022,3
1301,2022-03-29 07:07:00,238.376,88,2022,3
1302,2022-03-29 07:12:00,259.375,88,2022,3
1303,2022-03-29 07:16:00,275.546,88,2022,3
1304,2022-03-29 07:18:00,85.82,88,2022,3
1305,2022-03-29 07:23:00,292.415,88,2022,3
1306,2022-03-29 07:29:00,395.396,88,2022,3
1307,2022-03-29 07:34:00,311.025,88,2022,3
1308,2022-03-29 07:39:00,256.299,88,2022,3
1309,2022-03-29 07:43:00,248.635,88,2022,3
1310,2022-03-29 07:48:00,294.017,88,2022,3
1311,2022-03-29 07:52:00,247.463,88,2022,3
1312,2022-03-29 07:57:00,291.688,88,2022,3
1313,2022-03-29 08:02:00,289.792,88,2022,3
1314,2022-03-29 08:07:00,341.049,88,2022,3
1315,2022-03-29 08:11:00,238.376,88,2022,3
1316,2022-03-29 08:16:00,259.375,88,2022,3
1317,2022-03-29 08:20:00,275.546,88,2022,3
1318,2022-03-29 08:22:00,85.82,88,2022,3
1319,2022-03-29 08:27:00,292.415,88,2022,3
1320,2022-03-29 08:33:00,395.396,88,2022,3
1321,2022-03-29 08:38:00,311.025,88,2022,3
1322,2022-03-29 08:43:00,256.299,88,2022,3
1323,2022-03-29 08:47:00,248.635,88,2022,3
1324,2022-03-29 08:52:00,294.017,88,2022,3
1325,2022-03-29 08:56:00,247.463,88,2022,3
1326,2022-03-29 09:01:00,291.688,88,2022,3
1327,2022-03-29 09:06:00,289.792,88,2022,3
1328,2022-03-29 09:11:00,341.049,88,2022,3
1329,2022-03-29 09:15:00,238.376,88,2022,3
1330,2022-03-29 09:20:00,259.375,88,2022,3
1331,2022-03-29 09:24:00,275.546,88,2022,3
1332,2022-03-29 09:26:00,85.82,88,2022,3
1333,2022-03-29 09:31:00,292.415,88,2022,3
1334,2022-03-29 09:37:00,395.396,88,2022,3
1335,2022-03-29 09:42:00,311.025,88,2022,3
1336,2022-03-29 09:47:00,256.299,88,2022,3
1337,2022-03-29 09:51:00,248.635,88,2022,3
1338,2022-03-29 09:56:00,294.017,88,2022,3
1339,2022-03-29 10:00:00,247.463,88,2022,3
1340,2022-03-29 10:05:00,291.688,88,2022,3
1341,2022-03-29 10:09:00,289.792,88,2022,3
1342,2022-03-29 10:15:00,341.049,88,2022,3
1343,2022-03-29 10:19:00,238.376,88,2022,3
1344,2022-03-29 10:23:00,259.375,88,2022,3
1345,2022-03-29 10:28:00,275.546,88,2022,3
1346,2022-03-29 10:30:00,85.82,88,2022,3
1347,2022-03-29 10:34:00,292.415,88,2022,3
1348,2022-03-29 10:41:00,395.396,88,2022,3
1349,2022-03-29 10:46:00,311.025,88,2022,3
1350,2022-03-29 10:50:00,256.299,88,2022,3
1351,2022-03-29 10:55:00,248.635,88,2022,3
1352,2022-03-29 11:00:00,294.017,88,2022,3
1353,2022-03-29 11:04:00,247.463,88,2022,3
1354,2022-03-29 11:09:00,291.688,88,2022,3
1355,2022-03-29 11:13:00,289.792,88,2022,3
1356,2022-03-29 11:19:00,341.049,88,2022,3
1357,2022-03-29 11:23:00,238.376,88,2022,3
1358,2022-03-29 11:27:00,259.375,88,2022,3
1359,2022-03-29 11:32:00,275.546,88,2022,3
1360,2022-03-29 11:33:00,85.82,88,2022,3
1361,2022-03-29 11:38:00,292.415,88,2022,3
1362,2022-03-29 11:45:00,395.396,88,2022,3
1363,2022-03-29 11:50:00,311.025,88,2022,3
1364,2022-03-29 11:54:00,256.299,88,2022,3
1365,2022-03-29 11:59:00,248.635,88,2022,3
1366,2022-03-29 12:03:00,294.017,88,2022,3
1367,2022-03-29 12:08:00,247.463,88,2022,3
1368,2022-03-29 12:12:00,291.688,88,2022,3
1369,2022-03-29 12:17:00,289.792,88,2022,3
1370,2022-03-29 12:23:00,341.049,88,2022,3
1371,2022-03-29 12:27:00,238.376,88,2022,3
1372,2022-03-29 12:31:00,259.375,88,2022,3
1373,2022-03-29 12:36:00,275.546,88,2022,3
1374,2022-03-29 12:37:00,85.82,88,2022,3
1375,2022-03-29 12:42:00,292.415,88,2022,3
1376,2022-03-29 12:49:00,395.396,88,2022,3
1377,2022-03-29 12:54:00,311.025,88,2022,3
1378,2022-03-29 12:58:00,256.299,88,2022,3
1379,2022-03-29 13:02:00,248.635,88,2022,3
1380,2022-03-29 13:07:00,294.017,88,2022,3
1381,2022-03-29 13:11:00,247.463,88,2022,3
1382,2022-03-29 13:17:00,291.688,88,2022,3
1383,2022-03-29 13:21:00,289.792,88,2022,3
1384,2022-03-29 13:27:00,341.049,88,2022,3
1385,2022-03-29 13:31:00,238.376,88,2022,3
1386,2022-03-29 13:43:00,103.189,88,2022,3
1387,2022-03-29 14:11:00,283.733,88,2022,3
1388,2022-03-29 14:15:00,214.173,88,2022,3
1389,2022-03-29 14:19:00,241.586,88,2022,3
1390,2022-03-29 14:24:00,278.059,88,2022,3
1391,2022-03-29 14:29:00,297.0,88,2022,3
1392,2022-03-29 14:31:00,128.313,88,2022,3
1393,2022-03-29 14:32:00,69.825,88,2022,3
1394,2022-03-29 14:34:00,91.923,88,2022,3
1395,2022-03-29 14:36:00,126.393,88,2022,3
1396,2022-03-29 14:38:00,158.4,88,2022,3
1397,2022-03-29 14:41:00,153.6,88,2022,3
1398,2022-03-29 14:44:00,181.159,88,2022,3
1399,2022-03-29 14:47:00,172.903,88,2022,3
1400,2022-03-29 14:49:00,118.2,88,2022,3
1401,2022-03-29 14:51:00,135.229,88,2022,3
1402,2022-03-29 14:54:00,188.571,88,2022,3
1403,2022-03-29 14:57:00,171.661,88,2022,3
1405,2022-03-29 15:01:00,2.654,88,2022,3
1404,2022-03-29 15:01:00,222.036,88,2022,3
1406,2022-03-29 15:05:00,222.036,88,2022,3
1407,2022-03-29 15:08:00,194.711,88,2022,3
1408,2022-03-29 15:11:00,186.666,88,2022,3
1409,2022-03-29 15:13:00,95.434,88,2022,3
1410,2022-03-29 15:13:00,3.616,88,2022,3
1411,2022-03-29 15:13:00,2.792,88,2022,3
1412,2022-03-29 15:13:00,4.892,88,2022,3
1413,2022-03-29 15:17:00,275.546,88,2022,3
1414,2022-03-29 15:21:00,198.093,88,2022,3
1415,2022-03-29 15:21:00,1.128,88,2022,3
1416,2022-03-29 15:21:00,2.989,88,2022,3
1417,2022-03-29 15:21:00,25.131,88,2022,3
1418,2022-03-29 15:21:00,0.0,88,2022,3
1419,2022-03-29 15:28:00,6.88,88,2022,3
1420,2022-03-29 15:28:00,395.29,88,2022,3
1421,2022-03-29 15:31:00,195.92,88,2022,3
1422,2022-03-29 15:35:00,197.967,88,2022,3
1423,2022-03-29 15:38:00,1.681,88,2022,3
1424,2022-03-29 15:38:00,188.55,88,2022,3
1425,2022-03-29 15:38:00,1.366,88,2022,3
1426,2022-03-29 15:38:00,2.681,88,2022,3
1427,2022-03-29 15:38:00,1.591,88,2022,3
1428,2022-03-29 15:42:00,12.387,88,2022,3
1429,2022-03-29 15:42:00,2.7,88,2022,3
1430,2022-03-29 15:42:00,242.293,88,2022,3
1431,2022-03-29 15:47:00,276.756,88,2022,3
1432,2022-03-29 15:51:00,40.493,88,2022,3
1433,2022-03-29 15:51:00,229.493,88,2022,3
1444,2022-03-29 15:54:00,1.337,88,2022,3
1442,2022-03-29 15:54:00,128.626,88,2022,3
1441,2022-03-29 15:54:00,2.585,88,2022,3
1440,2022-03-29 15:54:00,1.237,88,2022,3
1439,2022-03-29 15:54:00,4.08,88,2022,3
1443,2022-03-29 15:54:00,1.75,88,2022,3
1437,2022-03-29 15:54:00,1.267,88,2022,3
1436,2022-03-29 15:54:00,1.366,88,2022,3
1435,2022-03-29 15:54:00,1.255,88,2022,3
1438,2022-03-29 15:54:00,2.11,88,2022,3
1434,2022-03-29 15:54:00,1.448,88,2022,3
1445,2022-03-29 15:58:00,235.106,88,2022,3
1446,2022-03-29 16:02:00,11.275,88,2022,3
1447,2022-03-29 16:02:00,258.995,88,2022,3
1448,2022-03-29 16:02:00,2.908,88,2022,3
1449,2022-03-29 16:06:00,181.458,88,2022,3
1450,2022-03-29 16:07:00,115.254,88,2022,3
1451,2022-03-29 16:54:00,151.974,88,2022,3
1452,2022-03-29 19:27:00,43.731,88,2022,3
1453,2022-03-29 19:31:00,259.375,88,2022,3
1454,2022-03-29 19:36:00,291.688,88,2022,3
1455,2022-03-29 19:41:00,275.546,88,2022,3
1456,2022-03-29 19:42:00,85.82,88,2022,3
1457,2022-03-29 19:48:00,341.049,88,2022,3
1458,2022-03-29 19:52:00,248.635,88,2022,3
1459,2022-03-29 19:57:00,311.025,88,2022,3
1460,2022-03-29 20:01:00,256.299,88,2022,3
1461,2022-03-29 20:06:00,294.017,88,2022,3
1462,2022-03-29 20:10:00,238.376,88,2022,3
1463,2022-03-29 20:15:00,289.792,88,2022,3
1464,2022-03-29 20:33:00,374.618,88,2022,3
1465,2022-03-29 20:49:00,0.579,88,2022,3
1466,2022-03-29 20:54:00,283.733,88,2022,3
1467,2022-03-29 20:58:00,241.586,88,2022,3
1468,2022-03-29 21:01:00,214.173,88,2022,3
1469,2022-03-29 21:06:00,283.733,88,2022,3
1470,2022-03-29 21:10:00,241.586,88,2022,3
1471,2022-03-29 21:13:00,143.929,88,2022,3
1472,2022-03-29 21:16:00,224.693,88,2022,3
1473,2022-03-29 21:21:00,248.133,88,2022,3
1474,2022-03-29 21:24:00,188.571,88,2022,3
1475,2022-03-29 21:27:00,220.54,88,2022,3
1476,2022-03-29 21:30:00,159.13,88,2022,3
1477,2022-03-29 21:34:00,221.933,88,2022,3
1478,2022-03-29 21:37:00,197.494,88,2022,3
1479,2022-03-29 21:42:00,285.12,88,2022,3
1480,2022-03-29 21:44:00,149.538,88,2022,3
1481,2022-03-29 21:48:00,193.386,88,2022,3
1482,2022-03-29 21:52:00,270.321,88,2022,3
1483,2022-03-29 21:53:00,2.412,88,2022,3
1484,2022-03-29 21:53:00,67.39,88,2022,3
1485,2022-03-29 21:58:00,266.306,88,2022,3
1486,2022-03-29 22:02:00,237.72,88,2022,3
1487,2022-03-29 22:04:00,127.546,88,2022,3
1488,2022-03-29 22:09:00,295.968,88,2022,3
1489,2022-03-29 22:13:00,235.106,88,2022,3
1490,2022-03-29 22:17:00,251.44,88,2022,3
1491,2022-03-29 22:25:00,202.533,88,2022,3
1492,2022-03-29 22:29:00,0.405,88,2022,3
1493,2022-03-29 23:18:00,215.629,88,2022,3
1494,2022-03-29 23:21:00,204.659,88,2022,3
1495,2022-03-29 23:24:00,178.404,88,2022,3
1496,2022-03-29 23:28:00,207.626,88,2022,3
1497,2022-03-29 23:31:00,211.416,88,2022,3
1498,2022-03-29 23:42:00,28.01,88,2022,3
1499,2022-03-30 04:18:00,159.135,89,2022,3
1500,2022-03-30 04:21:00,177.986,89,2022,3
1501,2022-03-30 04:25:00,238.918,89,2022,3
1502,2022-03-30 04:28:00,185.0,89,2022,3
1503,2022-03-30 04:32:00,241.586,89,2022,3
1504,2022-03-30 04:37:00,299.506,89,2022,3
1507,2022-03-30 04:42:00,5.897,89,2022,3
1508,2022-03-30 04:42:00,250.188,89,2022,3
1505,2022-03-30 04:42:00,20.858,89,2022,3
1506,2022-03-30 04:42:00,1.998,89,2022,3
1509,2022-03-30 04:45:00,178.404,89,2022,3
1510,2022-03-30 04:49:00,211.56,89,2022,3
1511,2022-03-30 04:51:00,165.606,89,2022,3
1512,2022-03-30 04:51:00,1.528,89,2022,3
1518,2022-03-30 04:52:00,1.248,89,2022,3
1520,2022-03-30 04:52:00,0.023,89,2022,3
1519,2022-03-30 04:52:00,0.0,89,2022,3
1517,2022-03-30 04:52:00,0.892,89,2022,3
1521,2022-03-30 04:52:00,1.036,89,2022,3
1515,2022-03-30 04:52:00,1.13,89,2022,3
1513,2022-03-30 04:52:00,0.915,89,2022,3
1516,2022-03-30 04:52:00,1.113,89,2022,3
1514,2022-03-30 04:52:00,1.201,89,2022,3
1522,2022-03-30 04:58:00,366.708,89,2022,3
1523,2022-03-30 05:02:00,241.586,89,2022,3
1524,2022-03-30 05:07:00,299.506,89,2022,3
1525,2022-03-30 05:11:00,250.188,89,2022,3
1526,2022-03-30 05:16:00,283.733,89,2022,3
1527,2022-03-30 05:20:00,250.76,89,2022,3
1528,2022-03-30 05:25:00,290.32,89,2022,3
1529,2022-03-30 05:28:00,178.404,89,2022,3
1530,2022-03-30 05:31:00,211.56,89,2022,3
1531,2022-03-30 05:33:00,113.12,89,2022,3
1532,2022-03-30 05:36:00,2.791,89,2022,3
1533,2022-03-30 05:36:00,185.0,89,2022,3
1534,2022-03-30 05:39:00,185.0,89,2022,3
1535,2022-03-30 05:40:00,59.755,89,2022,3
1536,2022-03-30 05:44:00,185.0,89,2022,3
1537,2022-03-30 05:48:00,241.586,89,2022,3
1540,2022-03-30 05:52:00,1.146,89,2022,3
1538,2022-03-30 05:52:00,1.81,89,2022,3
1539,2022-03-30 05:52:00,250.235,89,2022,3
1541,2022-03-30 05:56:00,238.918,89,2022,3
1542,2022-03-30 05:59:00,185.0,89,2022,3
1543,2022-03-30 06:01:00,108.934,89,2022,3
1544,2022-03-30 06:01:00,1.843,89,2022,3
1545,2022-03-30 06:06:00,170.051,89,2022,3
1546,2022-03-30 06:10:00,259.375,89,2022,3
1547,2022-03-30 06:15:00,256.299,89,2022,3
1548,2022-03-30 06:19:00,289.792,89,2022,3
1549,2022-03-30 06:24:00,248.635,89,2022,3
1550,2022-03-30 06:28:00,294.017,89,2022,3
1551,2022-03-30 06:34:00,341.049,89,2022,3
1552,2022-03-30 06:38:00,238.376,89,2022,3
1553,2022-03-30 06:43:00,292.415,89,2022,3
1554,2022-03-30 06:50:00,395.396,89,2022,3
1555,2022-03-30 06:51:00,85.82,89,2022,3
1556,2022-03-30 06:56:00,311.025,89,2022,3
1557,2022-03-30 07:00:00,247.463,89,2022,3
1558,2022-03-30 07:05:00,291.688,89,2022,3
1559,2022-03-30 07:10:00,275.546,89,2022,3
1560,2022-03-30 07:14:00,259.375,89,2022,3
1561,2022-03-30 07:18:00,256.299,89,2022,3
1562,2022-03-30 07:23:00,289.792,89,2022,3
1563,2022-03-30 07:27:00,248.635,89,2022,3
1564,2022-03-30 07:32:00,294.017,89,2022,3
1565,2022-03-30 07:38:00,341.049,89,2022,3
1566,2022-03-30 07:42:00,238.376,89,2022,3
1567,2022-03-30 07:47:00,292.415,89,2022,3
1568,2022-03-30 07:54:00,395.396,89,2022,3
1569,2022-03-30 07:55:00,85.82,89,2022,3
1570,2022-03-30 08:00:00,311.025,89,2022,3
1571,2022-03-30 08:04:00,247.463,89,2022,3
1572,2022-03-30 08:09:00,291.688,89,2022,3
1573,2022-03-30 08:14:00,275.546,89,2022,3
1574,2022-03-30 08:18:00,259.375,89,2022,3
1575,2022-03-30 08:22:00,256.299,89,2022,3
1576,2022-03-30 08:27:00,289.792,89,2022,3
1577,2022-03-30 08:31:00,248.635,89,2022,3
1578,2022-03-30 08:36:00,294.017,89,2022,3
1579,2022-03-30 08:42:00,341.049,89,2022,3
1580,2022-03-30 08:46:00,238.376,89,2022,3
1581,2022-03-30 08:51:00,292.415,89,2022,3
1582,2022-03-30 08:57:00,395.396,89,2022,3
1583,2022-03-30 08:59:00,85.82,89,2022,3
1584,2022-03-30 09:04:00,311.025,89,2022,3
1585,2022-03-30 09:08:00,247.463,89,2022,3
1586,2022-03-30 09:13:00,291.688,89,2022,3
1587,2022-03-30 09:18:00,275.546,89,2022,3
1588,2022-03-30 09:22:00,259.375,89,2022,3
1589,2022-03-30 09:26:00,256.299,89,2022,3
1590,2022-03-30 09:31:00,289.792,89,2022,3
1591,2022-03-30 09:35:00,248.635,89,2022,3
1592,2022-03-30 09:40:00,294.017,89,2022,3
1593,2022-03-30 09:46:00,341.049,89,2022,3
1594,2022-03-30 09:50:00,238.376,89,2022,3
1595,2022-03-30 09:55:00,292.415,89,2022,3
1596,2022-03-30 10:01:00,395.396,89,2022,3
1597,2022-03-30 10:03:00,85.82,89,2022,3
1598,2022-03-30 10:08:00,311.025,89,2022,3
1599,2022-03-30 10:12:00,247.463,89,2022,3
1600,2022-03-30 10:17:00,291.688,89,2022,3
1601,2022-03-30 10:22:00,275.546,89,2022,3
1602,2022-03-30 10:26:00,259.375,89,2022,3
1603,2022-03-30 10:30:00,256.299,89,2022,3
1604,2022-03-30 10:35:00,289.792,89,2022,3
1605,2022-03-30 10:39:00,248.635,89,2022,3
1606,2022-03-30 10:44:00,294.017,89,2022,3
1607,2022-03-30 10:50:00,341.049,89,2022,3
1608,2022-03-30 10:54:00,238.376,89,2022,3
1609,2022-03-30 10:59:00,292.415,89,2022,3
1610,2022-03-30 11:05:00,395.396,89,2022,3
1611,2022-03-30 11:07:00,85.82,89,2022,3
1612,2022-03-30 11:12:00,311.025,89,2022,3
1613,2022-03-30 11:16:00,247.463,89,2022,3
1614,2022-03-30 11:21:00,291.688,89,2022,3
1615,2022-03-30 11:25:00,275.546,89,2022,3
1616,2022-03-30 11:30:00,259.375,89,2022,3
1617,2022-03-30 11:34:00,256.299,89,2022,3
1618,2022-03-30 11:39:00,289.792,89,2022,3
1619,2022-03-30 11:43:00,248.635,89,2022,3
1620,2022-03-30 11:48:00,294.017,89,2022,3
1621,2022-03-30 11:54:00,341.049,89,2022,3
1622,2022-03-30 11:58:00,238.376,89,2022,3
1623,2022-03-30 12:03:00,292.415,89,2022,3
1624,2022-03-30 12:09:00,395.396,89,2022,3
1625,2022-03-30 12:11:00,85.82,89,2022,3
1626,2022-03-30 12:16:00,311.025,89,2022,3
1627,2022-03-30 12:20:00,247.463,89,2022,3
1628,2022-03-30 12:25:00,291.688,89,2022,3
1629,2022-03-30 12:29:00,275.546,89,2022,3
1630,2022-03-30 12:34:00,259.375,89,2022,3
1631,2022-03-30 12:38:00,256.299,89,2022,3
1632,2022-03-30 12:43:00,289.792,89,2022,3
1633,2022-03-30 12:47:00,248.635,89,2022,3
1634,2022-03-30 12:52:00,294.017,89,2022,3
1635,2022-03-30 12:58:00,341.049,89,2022,3
1636,2022-03-30 13:02:00,238.376,89,2022,3
1637,2022-03-30 13:06:00,292.415,89,2022,3
1638,2022-03-30 13:13:00,395.396,89,2022,3
1639,2022-03-30 13:15:00,85.82,89,2022,3
1640,2022-03-30 13:20:00,311.025,89,2022,3
1641,2022-03-30 13:24:00,247.463,89,2022,3
1642,2022-03-30 13:29:00,291.688,89,2022,3
1643,2022-03-30 13:41:00,92.894,89,2022,3
1644,2022-03-30 14:26:00,182.725,89,2022,3
1645,2022-03-30 14:29:00,182.792,89,2022,3
1646,2022-03-30 14:32:00,177.986,89,2022,3
1647,2022-03-30 14:36:00,238.918,89,2022,3
1648,2022-03-30 14:41:00,324.422,89,2022,3
1649,2022-03-30 14:42:00,27.767,89,2022,3
1650,2022-03-30 14:45:00,185.0,89,2022,3
1651,2022-03-30 14:59:00,42.894,89,2022,3
1652,2022-03-30 15:25:00,215.831,89,2022,3
1653,2022-03-30 15:28:00,144.0,89,2022,3
1654,2022-03-30 15:33:00,317.619,89,2022,3
1655,2022-03-30 15:36:00,41.186,89,2022,3
1656,2022-03-30 15:36:00,154.64,89,2022,3
1657,2022-03-30 15:45:00,226.318,89,2022,3
1658,2022-03-30 15:48:00,228.724,89,2022,3
1659,2022-03-30 15:52:00,226.986,89,2022,3
1660,2022-03-30 15:52:00,5.505,89,2022,3
1661,2022-03-30 15:57:00,270.453,89,2022,3
1662,2022-03-30 16:01:00,251.043,89,2022,3
1663,2022-03-30 16:05:00,248.053,89,2022,3
1664,2022-03-30 16:20:00,176.426,89,2022,3
1665,2022-03-30 17:18:00,259.093,89,2022,3
1666,2022-03-30 17:25:00,415.521,89,2022,3
1667,2022-03-30 17:29:00,196.277,89,2022,3
1668,2022-03-30 17:44:00,118.093,89,2022,3
1669,2022-03-30 17:52:00,12.843,89,2022,3
1670,2022-03-30 17:52:00,185.0,89,2022,3
1671,2022-03-30 17:55:00,185.0,89,2022,3
1672,2022-03-30 17:57:00,94.876,89,2022,3
1673,2022-03-30 19:55:00,29.265,89,2022,3
1674,2022-03-30 19:55:00,2.838,89,2022,3
1675,2022-03-30 19:55:00,1.375,89,2022,3
1676,2022-03-30 19:55:00,185.0,89,2022,3
1677,2022-03-30 19:58:00,185.0,89,2022,3
1678,2022-03-30 20:17:00,129.974,89,2022,3
1679,2022-03-31 02:16:00,3.493,90,2022,3
1680,2022-03-31 02:16:00,10.034,90,2022,3
1681,2022-03-31 02:16:00,1.346,90,2022,3
1682,2022-03-31 02:16:00,11.901,90,2022,3
1683,2022-03-31 02:17:00,24.916,90,2022,3
1684,2022-03-31 02:20:00,185.48,90,2022,3
1685,2022-03-31 02:32:00,89.984,90,2022,3
1686,2022-03-31 02:38:00,315.426,90,2022,3
1687,2022-03-31 02:44:00,315.426,90,2022,3
1688,2022-03-31 02:49:00,315.426,90,2022,3
1689,2022-03-31 02:54:00,315.426,90,2022,3
1690,2022-03-31 03:00:00,315.426,90,2022,3
1691,2022-03-31 03:03:00,180.0,90,2022,3
1692,2022-03-31 04:25:00,314.0,90,2022,3
1693,2022-03-31 04:30:00,315.426,90,2022,3
1694,2022-03-31 04:35:00,315.426,90,2022,3
1695,2022-03-31 04:41:00,315.426,90,2022,3
1696,2022-03-31 04:46:00,315.426,90,2022,3
1697,2022-03-31 04:51:00,315.426,90,2022,3
1698,2022-03-31 04:57:00,315.426,90,2022,3
1699,2022-03-31 05:02:00,315.426,90,2022,3
1700,2022-03-31 05:07:00,315.426,90,2022,3
1701,2022-03-31 05:12:00,315.426,90,2022,3
1702,2022-03-31 05:18:00,315.426,90,2022,3
1703,2022-03-31 05:23:00,315.426,90,2022,3
1704,2022-03-31 05:28:00,315.426,90,2022,3
1705,2022-03-31 05:33:00,315.426,90,2022,3
1706,2022-03-31 05:48:00,302.054,90,2022,3
1707,2022-03-31 05:55:00,294.017,90,2022,3
1708,2022-03-31 06:02:00,395.396,90,2022,3
1709,2022-03-31 06:08:00,341.049,90,2022,3
1710,2022-03-31 06:13:00,292.415,90,2022,3
1711,2022-03-31 06:17:00,248.635,90,2022,3
1712,2022-03-31 06:22:00,291.688,90,2022,3
1713,2022-03-31 06:26:00,275.546,90,2022,3
1714,2022-03-31 06:31:00,289.792,90,2022,3
1715,2022-03-31 06:35:00,259.375,90,2022,3
1716,2022-03-31 13:47:00,18.815,90,2022,3
1717,2022-03-31 15:08:00,83.061,90,2022,3
1718,2022-03-31 15:15:00,395.396,90,2022,3
1719,2022-03-31 15:20:00,292.415,90,2022,3
1720,2022-03-31 15:25:00,294.017,90,2022,3
1721,2022-03-31 15:29:00,238.376,90,2022,3
1722,2022-03-31 15:34:00,289.792,90,2022,3
1723,2022-03-31 15:39:00,311.025,90,2022,3
1724,2022-03-31 15:43:00,256.299,90,2022,3
1725,2022-03-31 15:45:00,96.517,90,2022,3
1726,2022-03-31 15:50:00,271.301,90,2022,3
1727,2022-03-31 15:53:00,189.131,90,2022,3
1728,2022-03-31 15:56:00,216.338,90,2022,3
1729,2022-03-31 16:00:00,232.327,90,2022,3
1730,2022-03-31 16:04:00,204.314,90,2022,3
1731,2022-03-31 16:07:00,207.973,90,2022,3
1732,2022-03-31 16:10:00,168.0,90,2022,3
1733,2022-03-31 16:14:00,233.72,90,2022,3
1734,2022-03-31 16:17:00,213.153,90,2022,3
1735,2022-03-31 16:21:00,200.185,90,2022,3
1736,2022-03-31 16:25:00,246.613,90,2022,3
1737,2022-03-31 16:28:00,193.058,90,2022,3
1738,2022-03-31 16:32:00,228.878,90,2022,3
1739,2022-03-31 16:35:00,154.096,90,2022,3
1740,2022-03-31 16:39:00,275.28,90,2022,3
1741,2022-03-31 16:40:00,41.353,90,2022,3
1742,2022-03-31 16:44:00,274.413,90,2022,3
1743,2022-03-31 16:49:00,249.661,90,2022,3
1744,2022-03-31 16:52:00,220.54,90,2022,3
1748,2022-03-31 16:53:00,1.288,90,2022,3
1747,2022-03-31 16:53:00,1.272,90,2022,3
1745,2022-03-31 16:53:00,24.182,90,2022,3
1746,2022-03-31 16:53:00,2.963,90,2022,3
1749,2022-03-31 16:56:00,169.265,90,2022,3
1750,2022-03-31 17:34:00,148.464,90,2022,3
1751,2022-03-31 19:02:00,20.408,90,2022,3
1752,2022-03-31 19:02:00,6.135,90,2022,3
1753,2022-03-31 19:05:00,169.265,90,2022,3
1754,2022-03-31 19:08:00,194.76,90,2022,3
1755,2022-03-31 19:12:00,241.967,90,2022,3
1756,2022-03-31 19:15:00,176.253,90,2022,3
1757,2022-03-31 19:30:00,76.736,90,2022,3
1758,2022-04-01 01:37:00,165.607,91,2022,4
1759,2022-04-01 01:41:00,202.666,91,2022,4
1760,2022-04-01 01:42:00,99.609,91,2022,4
1761,2022-04-01 02:09:00,62.514,91,2022,4
1762,2022-04-01 03:56:00,198.573,91,2022,4
1763,2022-04-01 03:58:00,89.741,91,2022,4
1764,2022-04-01 04:01:00,172.894,91,2022,4
1765,2022-04-01 04:04:00,216.915,91,2022,4
1766,2022-04-01 04:06:00,77.687,91,2022,4
1767,2022-04-01 04:07:00,75.834,91,2022,4
1768,2022-04-01 04:08:00,68.4,91,2022,4
1769,2022-04-01 04:12:00,238.24,91,2022,4
1770,2022-04-01 04:15:00,165.0,91,2022,4
1771,2022-04-01 04:15:00,1.895,91,2022,4
1772,2022-04-01 04:15:00,12.166,91,2022,4
1773,2022-04-01 04:16:00,37.466,91,2022,4
1775,2022-04-01 04:22:00,36.009,91,2022,4
1774,2022-04-01 04:22:00,4.439,91,2022,4
1776,2022-04-01 04:23:00,37.727,91,2022,4
1777,2022-04-01 04:26:00,184.395,91,2022,4
1778,2022-04-01 04:28:00,124.038,91,2022,4
1779,2022-04-01 04:29:00,102.676,91,2022,4
1780,2022-04-01 04:33:00,216.864,91,2022,4
1781,2022-04-01 04:35:00,105.575,91,2022,4
1782,2022-04-01 04:36:00,89.518,91,2022,4
1783,2022-04-01 04:39:00,186.659,91,2022,4
1784,2022-04-01 04:41:00,77.656,91,2022,4
1785,2022-04-01 04:43:00,106.844,91,2022,4
1786,2022-04-01 04:46:00,185.333,91,2022,4
1787,2022-04-01 04:49:00,185.333,91,2022,4
1788,2022-04-01 04:52:00,185.333,91,2022,4
1789,2022-04-01 04:55:00,185.333,91,2022,4
1790,2022-04-01 04:58:00,185.333,91,2022,4
1791,2022-04-01 05:01:00,185.333,91,2022,4
1792,2022-04-01 05:04:00,185.333,91,2022,4
1793,2022-04-01 05:17:00,164.279,91,2022,4
1794,2022-04-01 05:19:00,13.806,91,2022,4
1795,2022-04-01 05:21:00,128.313,91,2022,4
1796,2022-04-01 05:22:00,57.991,91,2022,4
1797,2022-04-01 05:24:00,128.172,91,2022,4
1798,2022-04-01 05:37:00,41.61,91,2022,4
1799,2022-04-01 06:14:00,124.858,91,2022,4
1800,2022-04-01 06:17:00,181.159,91,2022,4
1801,2022-04-01 06:18:00,18.063,91,2022,4
1802,2022-04-01 06:19:00,79.616,91,2022,4
