,endTime,date_time,time_difference,days,month
2095,6/27/2022 7:29,2022-06-27 07:29:00,0 days 00:02:00,27.0,6.0
2096,6/27/2022 7:30,2022-06-27 07:30:00,0 days 00:01:00,27.0,6.0
2097,6/27/2022 7:30,2022-06-27 07:30:00,0 days 00:00:00,27.0,6.0
2098,6/27/2022 7:31,2022-06-27 07:31:00,0 days 00:01:00,27.0,6.0
2099,6/27/2022 7:32,2022-06-27 07:32:00,0 days 00:01:00,27.0,6.0
2100,6/27/2022 7:34,2022-06-27 07:34:00,0 days 00:02:00,27.0,6.0
2101,6/27/2022 7:34,2022-06-27 07:34:00,0 days 00:00:00,27.0,6.0
2102,6/27/2022 7:35,2022-06-27 07:35:00,0 days 00:01:00,27.0,6.0
2103,6/27/2022 7:36,2022-06-27 07:36:00,0 days 00:01:00,27.0,6.0
2104,6/27/2022 7:36,2022-06-27 07:36:00,0 days 00:00:00,27.0,6.0
2105,6/27/2022 7:39,2022-06-27 07:39:00,0 days 00:03:00,27.0,6.0
2106,6/27/2022 7:41,2022-06-27 07:41:00,0 days 00:02:00,27.0,6.0
2107,6/27/2022 7:42,2022-06-27 07:42:00,0 days 00:01:00,27.0,6.0
2108,6/27/2022 7:46,2022-06-27 07:46:00,0 days 00:04:00,27.0,6.0
2109,6/27/2022 7:51,2022-06-27 07:51:00,0 days 00:05:00,27.0,6.0
2110,6/27/2022 7:53,2022-06-27 07:53:00,0 days 00:02:00,27.0,6.0
2111,6/27/2022 7:55,2022-06-27 07:55:00,0 days 00:02:00,27.0,6.0
2112,6/27/2022 7:59,2022-06-27 07:59:00,0 days 00:04:00,27.0,6.0
2113,6/27/2022 8:10,2022-06-27 08:10:00,0 days 00:11:00,27.0,6.0
2114,6/27/2022 8:22,2022-06-27 08:22:00,0 days 00:12:00,27.0,6.0
2115,6/27/2022 8:52,2022-06-27 08:52:00,0 days 00:30:00,27.0,6.0
2116,6/27/2022 8:56,2022-06-27 08:56:00,0 days 00:04:00,27.0,6.0
2117,6/27/2022 8:58,2022-06-27 08:58:00,0 days 00:02:00,27.0,6.0
2118,6/27/2022 9:02,2022-06-27 09:02:00,0 days 00:04:00,27.0,6.0
2119,6/27/2022 9:24,2022-06-27 09:24:00,0 days 00:22:00,27.0,6.0
2120,6/27/2022 12:15,2022-06-27 12:15:00,0 days 02:51:00,27.0,6.0
2121,6/27/2022 12:18,2022-06-27 12:18:00,0 days 00:03:00,27.0,6.0
2122,6/27/2022 12:23,2022-06-27 12:23:00,0 days 00:05:00,27.0,6.0
2123,6/27/2022 12:38,2022-06-27 12:38:00,0 days 00:15:00,27.0,6.0
2124,6/27/2022 12:41,2022-06-27 12:41:00,0 days 00:03:00,27.0,6.0
2125,6/27/2022 12:43,2022-06-27 12:43:00,0 days 00:02:00,27.0,6.0
2126,6/27/2022 12:43,2022-06-27 12:43:00,0 days 00:00:00,27.0,6.0
2127,6/27/2022 12:46,2022-06-27 12:46:00,0 days 00:03:00,27.0,6.0
2128,6/27/2022 12:47,2022-06-27 12:47:00,0 days 00:01:00,27.0,6.0
2129,6/27/2022 12:52,2022-06-27 12:52:00,0 days 00:05:00,27.0,6.0
2130,6/27/2022 12:55,2022-06-27 12:55:00,0 days 00:03:00,27.0,6.0
2131,6/27/2022 12:59,2022-06-27 12:59:00,0 days 00:04:00,27.0,6.0
2132,6/27/2022 13:02,2022-06-27 13:02:00,0 days 00:03:00,27.0,6.0
2133,6/27/2022 13:05,2022-06-27 13:05:00,0 days 00:03:00,27.0,6.0
2134,6/27/2022 13:10,2022-06-27 13:10:00,0 days 00:05:00,27.0,6.0
2135,6/27/2022 13:13,2022-06-27 13:13:00,0 days 00:03:00,27.0,6.0
2136,6/27/2022 13:18,2022-06-27 13:18:00,0 days 00:05:00,27.0,6.0
2137,6/27/2022 13:21,2022-06-27 13:21:00,0 days 00:03:00,27.0,6.0
2138,6/27/2022 13:21,2022-06-27 13:21:00,0 days 00:00:00,27.0,6.0
2139,6/27/2022 13:22,2022-06-27 13:22:00,0 days 00:01:00,27.0,6.0
2140,6/27/2022 13:25,2022-06-27 13:25:00,0 days 00:03:00,27.0,6.0
2141,6/27/2022 13:28,2022-06-27 13:28:00,0 days 00:03:00,27.0,6.0
2142,6/27/2022 13:31,2022-06-27 13:31:00,0 days 00:03:00,27.0,6.0
2143,6/27/2022 13:36,2022-06-27 13:36:00,0 days 00:05:00,27.0,6.0
2144,6/27/2022 13:40,2022-06-27 13:40:00,0 days 00:04:00,27.0,6.0
2145,6/27/2022 13:41,2022-06-27 13:41:00,0 days 00:01:00,27.0,6.0
2146,6/27/2022 13:44,2022-06-27 13:44:00,0 days 00:03:00,27.0,6.0
2147,6/27/2022 13:46,2022-06-27 13:46:00,0 days 00:02:00,27.0,6.0
2148,6/27/2022 13:48,2022-06-27 13:48:00,0 days 00:02:00,27.0,6.0
2149,6/27/2022 13:52,2022-06-27 13:52:00,0 days 00:04:00,27.0,6.0
2150,6/27/2022 13:58,2022-06-27 13:58:00,0 days 00:06:00,27.0,6.0
2151,6/27/2022 14:02,2022-06-27 14:02:00,0 days 00:04:00,27.0,6.0
2152,6/27/2022 14:05,2022-06-27 14:05:00,0 days 00:03:00,27.0,6.0
2153,6/27/2022 14:09,2022-06-27 14:09:00,0 days 00:04:00,27.0,6.0
2154,6/27/2022 14:15,2022-06-27 14:15:00,0 days 00:06:00,27.0,6.0
2155,6/27/2022 14:19,2022-06-27 14:19:00,0 days 00:04:00,27.0,6.0
2156,6/27/2022 14:23,2022-06-27 14:23:00,0 days 00:04:00,27.0,6.0
2157,6/27/2022 14:26,2022-06-27 14:26:00,0 days 00:03:00,27.0,6.0
2158,6/27/2022 14:27,2022-06-27 14:27:00,0 days 00:01:00,27.0,6.0
2159,6/27/2022 14:27,2022-06-27 14:27:00,0 days 00:00:00,27.0,6.0
2160,6/27/2022 14:27,2022-06-27 14:27:00,0 days 00:00:00,27.0,6.0
2161,6/27/2022 14:27,2022-06-27 14:27:00,0 days 00:00:00,27.0,6.0
2162,6/27/2022 14:27,2022-06-27 14:27:00,0 days 00:00:00,27.0,6.0
2163,6/27/2022 14:27,2022-06-27 14:27:00,0 days 00:00:00,27.0,6.0
2164,6/27/2022 14:27,2022-06-27 14:27:00,0 days 00:00:00,27.0,6.0
2165,6/27/2022 14:27,2022-06-27 14:27:00,0 days 00:00:00,27.0,6.0
2166,6/27/2022 14:27,2022-06-27 14:27:00,0 days 00:00:00,27.0,6.0
2167,6/27/2022 14:27,2022-06-27 14:27:00,0 days 00:00:00,27.0,6.0
2168,6/27/2022 14:27,2022-06-27 14:27:00,0 days 00:00:00,27.0,6.0
2169,6/27/2022 14:27,2022-06-27 14:27:00,0 days 00:00:00,27.0,6.0
2170,6/27/2022 14:29,2022-06-27 14:29:00,0 days 00:02:00,27.0,6.0
2171,6/27/2022 14:29,2022-06-27 14:29:00,0 days 00:00:00,27.0,6.0
2172,6/27/2022 14:30,2022-06-27 14:30:00,0 days 00:01:00,27.0,6.0
2173,6/27/2022 14:30,2022-06-27 14:30:00,0 days 00:00:00,27.0,6.0
2174,6/27/2022 14:30,2022-06-27 14:30:00,0 days 00:00:00,27.0,6.0
2175,6/27/2022 14:30,2022-06-27 14:30:00,0 days 00:00:00,27.0,6.0
2176,6/27/2022 14:30,2022-06-27 14:30:00,0 days 00:00:00,27.0,6.0
2177,6/27/2022 14:30,2022-06-27 14:30:00,0 days 00:00:00,27.0,6.0
2178,6/27/2022 14:30,2022-06-27 14:30:00,0 days 00:00:00,27.0,6.0
2179,6/27/2022 14:30,2022-06-27 14:30:00,0 days 00:00:00,27.0,6.0
2180,6/27/2022 14:30,2022-06-27 14:30:00,0 days 00:00:00,27.0,6.0
2181,6/27/2022 14:30,2022-06-27 14:30:00,0 days 00:00:00,27.0,6.0
2182,6/27/2022 14:30,2022-06-27 14:30:00,0 days 00:00:00,27.0,6.0
2183,6/27/2022 14:30,2022-06-27 14:30:00,0 days 00:00:00,27.0,6.0
2184,6/27/2022 14:30,2022-06-27 14:30:00,0 days 00:00:00,27.0,6.0
2185,6/27/2022 14:30,2022-06-27 14:30:00,0 days 00:00:00,27.0,6.0
2186,6/27/2022 14:31,2022-06-27 14:31:00,0 days 00:01:00,27.0,6.0
2187,6/27/2022 14:31,2022-06-27 14:31:00,0 days 00:00:00,27.0,6.0
2188,6/27/2022 14:31,2022-06-27 14:31:00,0 days 00:00:00,27.0,6.0
2189,6/27/2022 14:31,2022-06-27 14:31:00,0 days 00:00:00,27.0,6.0
2190,6/27/2022 14:31,2022-06-27 14:31:00,0 days 00:00:00,27.0,6.0
2191,6/27/2022 14:31,2022-06-27 14:31:00,0 days 00:00:00,27.0,6.0
2192,6/27/2022 14:31,2022-06-27 14:31:00,0 days 00:00:00,27.0,6.0
2193,6/27/2022 14:34,2022-06-27 14:34:00,0 days 00:03:00,27.0,6.0
2194,6/27/2022 14:34,2022-06-27 14:34:00,0 days 00:00:00,27.0,6.0
2195,6/27/2022 14:34,2022-06-27 14:34:00,0 days 00:00:00,27.0,6.0
2196,6/27/2022 14:39,2022-06-27 14:39:00,0 days 00:05:00,27.0,6.0
2197,6/27/2022 14:44,2022-06-27 14:44:00,0 days 00:05:00,27.0,6.0
2198,6/27/2022 14:50,2022-06-27 14:50:00,0 days 00:06:00,27.0,6.0
2199,6/27/2022 14:51,2022-06-27 14:51:00,0 days 00:01:00,27.0,6.0
2200,6/27/2022 14:53,2022-06-27 14:53:00,0 days 00:02:00,27.0,6.0
2201,6/27/2022 14:53,2022-06-27 14:53:00,0 days 00:00:00,27.0,6.0
2202,6/27/2022 14:58,2022-06-27 14:58:00,0 days 00:05:00,27.0,6.0
2203,6/27/2022 14:58,2022-06-27 14:58:00,0 days 00:00:00,27.0,6.0
2204,6/27/2022 14:58,2022-06-27 14:58:00,0 days 00:00:00,27.0,6.0
2205,6/27/2022 14:58,2022-06-27 14:58:00,0 days 00:00:00,27.0,6.0
2206,6/27/2022 14:59,2022-06-27 14:59:00,0 days 00:01:00,27.0,6.0
2207,6/27/2022 15:01,2022-06-27 15:01:00,0 days 00:02:00,27.0,6.0
2208,6/27/2022 15:05,2022-06-27 15:05:00,0 days 00:04:00,27.0,6.0
2209,6/27/2022 15:10,2022-06-27 15:10:00,0 days 00:05:00,27.0,6.0
2210,6/27/2022 15:10,2022-06-27 15:10:00,0 days 00:00:00,27.0,6.0
2211,6/27/2022 15:10,2022-06-27 15:10:00,0 days 00:00:00,27.0,6.0
2212,6/27/2022 15:11,2022-06-27 15:11:00,0 days 00:01:00,27.0,6.0
2213,6/27/2022 15:11,2022-06-27 15:11:00,0 days 00:00:00,27.0,6.0
2214,6/27/2022 15:11,2022-06-27 15:11:00,0 days 00:00:00,27.0,6.0
2215,6/27/2022 15:11,2022-06-27 15:11:00,0 days 00:00:00,27.0,6.0
2216,6/27/2022 15:11,2022-06-27 15:11:00,0 days 00:00:00,27.0,6.0
2217,6/27/2022 15:11,2022-06-27 15:11:00,0 days 00:00:00,27.0,6.0
2218,6/27/2022 15:11,2022-06-27 15:11:00,0 days 00:00:00,27.0,6.0
2219,6/27/2022 15:11,2022-06-27 15:11:00,0 days 00:00:00,27.0,6.0
2220,6/27/2022 15:14,2022-06-27 15:14:00,0 days 00:03:00,27.0,6.0
2221,6/27/2022 15:14,2022-06-27 15:14:00,0 days 00:00:00,27.0,6.0
2222,6/27/2022 15:14,2022-06-27 15:14:00,0 days 00:00:00,27.0,6.0
2223,6/27/2022 15:21,2022-06-27 15:21:00,0 days 00:07:00,27.0,6.0
2224,6/27/2022 15:25,2022-06-27 15:25:00,0 days 00:04:00,27.0,6.0
2225,6/27/2022 15:26,2022-06-27 15:26:00,0 days 00:01:00,27.0,6.0
2226,6/27/2022 15:27,2022-06-27 15:27:00,0 days 00:01:00,27.0,6.0
2227,6/27/2022 16:37,2022-06-27 16:37:00,0 days 01:10:00,27.0,6.0
2228,6/27/2022 16:37,2022-06-27 16:37:00,0 days 00:00:00,27.0,6.0
2229,6/27/2022 16:42,2022-06-27 16:42:00,0 days 00:05:00,27.0,6.0
2230,6/27/2022 16:46,2022-06-27 16:46:00,0 days 00:04:00,27.0,6.0
2231,6/27/2022 16:50,2022-06-27 16:50:00,0 days 00:04:00,27.0,6.0
2232,6/27/2022 16:51,2022-06-27 16:51:00,0 days 00:01:00,27.0,6.0
2233,6/27/2022 16:51,2022-06-27 16:51:00,0 days 00:00:00,27.0,6.0
2234,6/27/2022 16:51,2022-06-27 16:51:00,0 days 00:00:00,27.0,6.0
2235,6/27/2022 16:51,2022-06-27 16:51:00,0 days 00:00:00,27.0,6.0
2236,6/27/2022 16:51,2022-06-27 16:51:00,0 days 00:00:00,27.0,6.0
2237,6/27/2022 16:52,2022-06-27 16:52:00,0 days 00:01:00,27.0,6.0
2238,6/27/2022 16:52,2022-06-27 16:52:00,0 days 00:00:00,27.0,6.0
2239,6/27/2022 16:52,2022-06-27 16:52:00,0 days 00:00:00,27.0,6.0
2240,6/27/2022 16:52,2022-06-27 16:52:00,0 days 00:00:00,27.0,6.0
2241,6/27/2022 16:52,2022-06-27 16:52:00,0 days 00:00:00,27.0,6.0
2242,6/27/2022 17:29,2022-06-27 17:29:00,0 days 00:37:00,27.0,6.0
2243,6/27/2022 20:08,2022-06-27 20:08:00,0 days 02:39:00,27.0,6.0
2244,6/27/2022 20:13,2022-06-27 20:13:00,0 days 00:05:00,27.0,6.0
2245,6/27/2022 20:16,2022-06-27 20:16:00,0 days 00:03:00,27.0,6.0
2246,6/27/2022 20:19,2022-06-27 20:19:00,0 days 00:03:00,27.0,6.0
2247,6/27/2022 20:23,2022-06-27 20:23:00,0 days 00:04:00,27.0,6.0
2248,6/27/2022 20:26,2022-06-27 20:26:00,0 days 00:03:00,27.0,6.0
2249,6/27/2022 20:30,2022-06-27 20:30:00,0 days 00:04:00,27.0,6.0
2250,6/27/2022 20:35,2022-06-27 20:35:00,0 days 00:05:00,27.0,6.0
2251,6/27/2022 20:39,2022-06-27 20:39:00,0 days 00:04:00,27.0,6.0
2252,6/27/2022 20:44,2022-06-27 20:44:00,0 days 00:05:00,27.0,6.0
2253,6/27/2022 20:48,2022-06-27 20:48:00,0 days 00:04:00,27.0,6.0
2254,6/27/2022 20:53,2022-06-27 20:53:00,0 days 00:05:00,27.0,6.0
2255,6/27/2022 20:56,2022-06-27 20:56:00,0 days 00:03:00,27.0,6.0
2256,6/27/2022 20:59,2022-06-27 20:59:00,0 days 00:03:00,27.0,6.0
2257,6/27/2022 21:03,2022-06-27 21:03:00,0 days 00:04:00,27.0,6.0
2258,6/27/2022 21:06,2022-06-27 21:06:00,0 days 00:03:00,27.0,6.0
2259,6/27/2022 21:10,2022-06-27 21:10:00,0 days 00:04:00,27.0,6.0
2260,6/27/2022 21:13,2022-06-27 21:13:00,0 days 00:03:00,27.0,6.0
2261,6/27/2022 21:16,2022-06-27 21:16:00,0 days 00:03:00,27.0,6.0
2262,6/27/2022 21:20,2022-06-27 21:20:00,0 days 00:04:00,27.0,6.0
2263,6/27/2022 21:24,2022-06-27 21:24:00,0 days 00:04:00,27.0,6.0
2264,6/27/2022 21:27,2022-06-27 21:27:00,0 days 00:03:00,27.0,6.0
2265,6/27/2022 21:29,2022-06-27 21:29:00,0 days 00:02:00,27.0,6.0
2266,6/27/2022 21:33,2022-06-27 21:33:00,0 days 00:04:00,27.0,6.0
2267,6/27/2022 21:37,2022-06-27 21:37:00,0 days 00:04:00,27.0,6.0
2268,6/27/2022 21:39,2022-06-27 21:39:00,0 days 00:02:00,27.0,6.0
2269,6/27/2022 21:42,2022-06-27 21:42:00,0 days 00:03:00,27.0,6.0
2270,6/27/2022 21:46,2022-06-27 21:46:00,0 days 00:04:00,27.0,6.0
2271,6/27/2022 21:49,2022-06-27 21:49:00,0 days 00:03:00,27.0,6.0
2272,6/27/2022 21:53,2022-06-27 21:53:00,0 days 00:04:00,27.0,6.0
2273,6/27/2022 21:55,2022-06-27 21:55:00,0 days 00:02:00,27.0,6.0
2274,6/27/2022 21:58,2022-06-27 21:58:00,0 days 00:03:00,27.0,6.0
2275,6/27/2022 22:01,2022-06-27 22:01:00,0 days 00:03:00,27.0,6.0
2276,6/27/2022 22:03,2022-06-27 22:03:00,0 days 00:02:00,27.0,6.0
2277,6/27/2022 22:08,2022-06-27 22:08:00,0 days 00:05:00,27.0,6.0
2278,6/27/2022 22:12,2022-06-27 22:12:00,0 days 00:04:00,27.0,6.0
2279,6/27/2022 22:16,2022-06-27 22:16:00,0 days 00:04:00,27.0,6.0
2280,6/27/2022 22:20,2022-06-27 22:20:00,0 days 00:04:00,27.0,6.0
2281,6/27/2022 22:23,2022-06-27 22:23:00,0 days 00:03:00,27.0,6.0
2282,6/27/2022 22:27,2022-06-27 22:27:00,0 days 00:04:00,27.0,6.0
2283,6/27/2022 22:31,2022-06-27 22:31:00,0 days 00:04:00,27.0,6.0
2284,6/27/2022 22:35,2022-06-27 22:35:00,0 days 00:04:00,27.0,6.0
2285,6/27/2022 22:42,2022-06-27 22:42:00,0 days 00:07:00,27.0,6.0
2286,6/27/2022 22:46,2022-06-27 22:46:00,0 days 00:04:00,27.0,6.0
2287,6/27/2022 22:49,2022-06-27 22:49:00,0 days 00:03:00,27.0,6.0
2288,6/27/2022 22:57,2022-06-27 22:57:00,0 days 00:08:00,27.0,6.0
2289,6/27/2022 23:04,2022-06-27 23:04:00,0 days 00:07:00,27.0,6.0
2290,6/27/2022 23:07,2022-06-27 23:07:00,0 days 00:03:00,27.0,6.0
2291,6/27/2022 23:10,2022-06-27 23:10:00,0 days 00:03:00,27.0,6.0
2292,6/27/2022 23:14,2022-06-27 23:14:00,0 days 00:04:00,27.0,6.0
2293,6/27/2022 23:18,2022-06-27 23:18:00,0 days 00:04:00,27.0,6.0
2294,6/27/2022 23:22,2022-06-27 23:22:00,0 days 00:04:00,27.0,6.0
2295,6/27/2022 23:25,2022-06-27 23:25:00,0 days 00:03:00,27.0,6.0
2296,6/27/2022 23:29,2022-06-27 23:29:00,0 days 00:04:00,27.0,6.0
2297,6/27/2022 23:34,2022-06-27 23:34:00,0 days 00:05:00,27.0,6.0
2298,6/27/2022 23:37,2022-06-27 23:37:00,0 days 00:03:00,27.0,6.0
2299,6/27/2022 23:41,2022-06-27 23:41:00,0 days 00:04:00,27.0,6.0
2300,6/27/2022 23:44,2022-06-27 23:44:00,0 days 00:03:00,27.0,6.0
2301,6/27/2022 23:48,2022-06-27 23:48:00,0 days 00:04:00,27.0,6.0
2302,6/27/2022 23:52,2022-06-27 23:52:00,0 days 00:04:00,27.0,6.0
2303,6/27/2022 23:56,2022-06-27 23:56:00,0 days 00:04:00,27.0,6.0
2304,6/28/2022 0:00,2022-06-28 00:00:00,0 days 00:04:00,28.0,6.0
2305,6/28/2022 0:07,2022-06-28 00:07:00,0 days 00:07:00,28.0,6.0
2306,6/28/2022 0:11,2022-06-28 00:11:00,0 days 00:04:00,28.0,6.0
2307,6/28/2022 0:15,2022-06-28 00:15:00,0 days 00:04:00,28.0,6.0
2308,6/28/2022 0:19,2022-06-28 00:19:00,0 days 00:04:00,28.0,6.0
2309,6/28/2022 0:23,2022-06-28 00:23:00,0 days 00:04:00,28.0,6.0
2310,6/28/2022 0:27,2022-06-28 00:27:00,0 days 00:04:00,28.0,6.0
2311,6/28/2022 0:31,2022-06-28 00:31:00,0 days 00:04:00,28.0,6.0
2312,6/28/2022 0:34,2022-06-28 00:34:00,0 days 00:03:00,28.0,6.0
2313,6/28/2022 0:38,2022-06-28 00:38:00,0 days 00:04:00,28.0,6.0
2314,6/28/2022 0:42,2022-06-28 00:42:00,0 days 00:04:00,28.0,6.0
2315,6/28/2022 0:46,2022-06-28 00:46:00,0 days 00:04:00,28.0,6.0
2316,6/28/2022 0:50,2022-06-28 00:50:00,0 days 00:04:00,28.0,6.0
2317,6/28/2022 0:54,2022-06-28 00:54:00,0 days 00:04:00,28.0,6.0
2318,6/28/2022 0:58,2022-06-28 00:58:00,0 days 00:04:00,28.0,6.0
2319,6/28/2022 1:02,2022-06-28 01:02:00,0 days 00:04:00,28.0,6.0
2320,6/28/2022 1:05,2022-06-28 01:05:00,0 days 00:03:00,28.0,6.0
2321,6/28/2022 1:09,2022-06-28 01:09:00,0 days 00:04:00,28.0,6.0
2322,6/28/2022 1:13,2022-06-28 01:13:00,0 days 00:04:00,28.0,6.0
2323,6/28/2022 1:18,2022-06-28 01:18:00,0 days 00:05:00,28.0,6.0
2324,6/28/2022 1:22,2022-06-28 01:22:00,0 days 00:04:00,28.0,6.0
2325,6/28/2022 1:26,2022-06-28 01:26:00,0 days 00:04:00,28.0,6.0
2326,6/28/2022 1:31,2022-06-28 01:31:00,0 days 00:05:00,28.0,6.0
2327,6/28/2022 1:34,2022-06-28 01:34:00,0 days 00:03:00,28.0,6.0
2328,6/28/2022 1:36,2022-06-28 01:36:00,0 days 00:02:00,28.0,6.0
2329,6/28/2022 1:40,2022-06-28 01:40:00,0 days 00:04:00,28.0,6.0
2330,6/28/2022 1:44,2022-06-28 01:44:00,0 days 00:04:00,28.0,6.0
2331,6/28/2022 1:47,2022-06-28 01:47:00,0 days 00:03:00,28.0,6.0
2332,6/28/2022 1:49,2022-06-28 01:49:00,0 days 00:02:00,28.0,6.0
2333,6/28/2022 1:52,2022-06-28 01:52:00,0 days 00:03:00,28.0,6.0
2334,6/28/2022 1:54,2022-06-28 01:54:00,0 days 00:02:00,28.0,6.0
2335,6/28/2022 1:54,2022-06-28 01:54:00,0 days 00:00:00,28.0,6.0
2336,6/28/2022 1:57,2022-06-28 01:57:00,0 days 00:03:00,28.0,6.0
2337,6/28/2022 1:57,2022-06-28 01:57:00,0 days 00:00:00,28.0,6.0
2338,6/28/2022 2:02,2022-06-28 02:02:00,0 days 00:05:00,28.0,6.0
2339,6/28/2022 2:05,2022-06-28 02:05:00,0 days 00:03:00,28.0,6.0
2340,6/28/2022 2:11,2022-06-28 02:11:00,0 days 00:06:00,28.0,6.0
2341,6/28/2022 5:15,2022-06-28 05:15:00,0 days 03:04:00,28.0,6.0
2342,6/28/2022 5:15,2022-06-28 05:15:00,0 days 00:00:00,28.0,6.0
2343,6/28/2022 5:15,2022-06-28 05:15:00,0 days 00:00:00,28.0,6.0
2344,6/28/2022 5:15,2022-06-28 05:15:00,0 days 00:00:00,28.0,6.0
2345,6/28/2022 5:20,2022-06-28 05:20:00,0 days 00:05:00,28.0,6.0
2346,6/28/2022 5:23,2022-06-28 05:23:00,0 days 00:03:00,28.0,6.0
2347,6/28/2022 5:25,2022-06-28 05:25:00,0 days 00:02:00,28.0,6.0
2348,6/28/2022 5:31,2022-06-28 05:31:00,0 days 00:06:00,28.0,6.0
2349,6/28/2022 5:34,2022-06-28 05:34:00,0 days 00:03:00,28.0,6.0
2350,6/28/2022 5:36,2022-06-28 05:36:00,0 days 00:02:00,28.0,6.0
2351,6/28/2022 5:39,2022-06-28 05:39:00,0 days 00:03:00,28.0,6.0
2352,6/28/2022 5:41,2022-06-28 05:41:00,0 days 00:02:00,28.0,6.0
2353,6/28/2022 5:43,2022-06-28 05:43:00,0 days 00:02:00,28.0,6.0
2354,6/28/2022 5:43,2022-06-28 05:43:00,0 days 00:00:00,28.0,6.0
2355,6/28/2022 5:47,2022-06-28 05:47:00,0 days 00:04:00,28.0,6.0
2356,6/28/2022 5:51,2022-06-28 05:51:00,0 days 00:04:00,28.0,6.0
2357,6/28/2022 5:56,2022-06-28 05:56:00,0 days 00:05:00,28.0,6.0
2358,6/28/2022 5:59,2022-06-28 05:59:00,0 days 00:03:00,28.0,6.0
2359,6/28/2022 6:00,2022-06-28 06:00:00,0 days 00:01:00,28.0,6.0
2360,6/28/2022 6:03,2022-06-28 06:03:00,0 days 00:03:00,28.0,6.0
2361,6/28/2022 6:08,2022-06-28 06:08:00,0 days 00:05:00,28.0,6.0
2362,6/28/2022 6:11,2022-06-28 06:11:00,0 days 00:03:00,28.0,6.0
2363,6/28/2022 6:11,2022-06-28 06:11:00,0 days 00:00:00,28.0,6.0
2364,6/28/2022 6:11,2022-06-28 06:11:00,0 days 00:00:00,28.0,6.0
2365,6/28/2022 6:15,2022-06-28 06:15:00,0 days 00:04:00,28.0,6.0
2366,6/28/2022 6:15,2022-06-28 06:15:00,0 days 00:00:00,28.0,6.0
2367,6/28/2022 6:18,2022-06-28 06:18:00,0 days 00:03:00,28.0,6.0
2368,6/28/2022 6:23,2022-06-28 06:23:00,0 days 00:05:00,28.0,6.0
2369,6/28/2022 6:24,2022-06-28 06:24:00,0 days 00:01:00,28.0,6.0
2370,6/28/2022 6:25,2022-06-28 06:25:00,0 days 00:01:00,28.0,6.0
2371,6/28/2022 6:29,2022-06-28 06:29:00,0 days 00:04:00,28.0,6.0
2372,6/28/2022 6:32,2022-06-28 06:32:00,0 days 00:03:00,28.0,6.0
2373,6/28/2022 6:37,2022-06-28 06:37:00,0 days 00:05:00,28.0,6.0
2374,6/28/2022 6:40,2022-06-28 06:40:00,0 days 00:03:00,28.0,6.0
2375,6/28/2022 6:42,2022-06-28 06:42:00,0 days 00:02:00,28.0,6.0
2376,6/28/2022 6:45,2022-06-28 06:45:00,0 days 00:03:00,28.0,6.0
2377,6/28/2022 6:48,2022-06-28 06:48:00,0 days 00:03:00,28.0,6.0
2378,6/28/2022 6:52,2022-06-28 06:52:00,0 days 00:04:00,28.0,6.0
2379,6/28/2022 6:54,2022-06-28 06:54:00,0 days 00:02:00,28.0,6.0
2380,6/28/2022 6:54,2022-06-28 06:54:00,0 days 00:00:00,28.0,6.0
2381,6/28/2022 6:55,2022-06-28 06:55:00,0 days 00:01:00,28.0,6.0
2382,6/28/2022 6:58,2022-06-28 06:58:00,0 days 00:03:00,28.0,6.0
2383,6/28/2022 7:02,2022-06-28 07:02:00,0 days 00:04:00,28.0,6.0
2384,6/28/2022 7:02,2022-06-28 07:02:00,0 days 00:00:00,28.0,6.0
2385,6/28/2022 7:05,2022-06-28 07:05:00,0 days 00:03:00,28.0,6.0
2386,6/28/2022 7:05,2022-06-28 07:05:00,0 days 00:00:00,28.0,6.0
2387,6/28/2022 7:21,2022-06-28 07:21:00,0 days 00:16:00,28.0,6.0
2388,6/28/2022 8:33,2022-06-28 08:33:00,0 days 01:12:00,28.0,6.0
2389,6/28/2022 8:36,2022-06-28 08:36:00,0 days 00:03:00,28.0,6.0
2390,6/28/2022 8:40,2022-06-28 08:40:00,0 days 00:04:00,28.0,6.0
2391,6/28/2022 8:41,2022-06-28 08:41:00,0 days 00:01:00,28.0,6.0
2392,6/28/2022 8:44,2022-06-28 08:44:00,0 days 00:03:00,28.0,6.0
2393,6/28/2022 8:45,2022-06-28 08:45:00,0 days 00:01:00,28.0,6.0
2394,6/28/2022 8:46,2022-06-28 08:46:00,0 days 00:01:00,28.0,6.0
2395,6/28/2022 8:46,2022-06-28 08:46:00,0 days 00:00:00,28.0,6.0
2396,6/28/2022 8:46,2022-06-28 08:46:00,0 days 00:00:00,28.0,6.0
2397,6/28/2022 8:51,2022-06-28 08:51:00,0 days 00:05:00,28.0,6.0
2398,6/28/2022 8:56,2022-06-28 08:56:00,0 days 00:05:00,28.0,6.0
2399,6/28/2022 8:56,2022-06-28 08:56:00,0 days 00:00:00,28.0,6.0
2400,6/28/2022 14:33,2022-06-28 14:33:00,0 days 05:37:00,28.0,6.0
2401,6/28/2022 14:38,2022-06-28 14:38:00,0 days 00:05:00,28.0,6.0
2402,6/28/2022 14:42,2022-06-28 14:42:00,0 days 00:04:00,28.0,6.0
2403,6/28/2022 14:43,2022-06-28 14:43:00,0 days 00:01:00,28.0,6.0
2404,6/28/2022 14:43,2022-06-28 14:43:00,0 days 00:00:00,28.0,6.0
