,time,time_delta,day,year,month
11379,2022-02-24 07:18:32.430000+00:00,0 days 00:14:10.798000,55,2022,2
11378,2022-02-24 07:25:22.486000+00:00,0 days 00:06:50.056000,55,2022,2
11377,2022-02-24 07:25:28.019000+00:00,0 days 00:00:05.533000,55,2022,2
11376,2022-02-24 07:36:53.619000+00:00,0 days 00:11:25.600000,55,2022,2
11375,2022-02-24 07:37:01.388000+00:00,0 days 00:00:07.769000,55,2022,2
11374,2022-02-24 07:52:54.144000+00:00,0 days 00:15:52.756000,55,2022,2
11373,2022-02-24 07:53:08.049000+00:00,0 days 00:00:13.905000,55,2022,2
11372,2022-02-24 08:18:40.750000+00:00,0 days 00:25:32.701000,55,2022,2
11371,2022-02-24 08:23:02.882000+00:00,0 days 00:04:22.132000,55,2022,2
11370,2022-02-24 08:23:10.133000+00:00,0 days 00:00:07.251000,55,2022,2
11369,2022-02-24 08:26:55.339000+00:00,0 days 00:03:45.206000,55,2022,2
11368,2022-02-24 08:27:24.085000+00:00,0 days 00:00:28.746000,55,2022,2
11367,2022-02-24 08:28:28.177000+00:00,0 days 00:01:04.092000,55,2022,2
11366,2022-02-24 08:29:37.696000+00:00,0 days 00:01:09.519000,55,2022,2
11365,2022-02-24 08:30:30.406000+00:00,0 days 00:00:52.710000,55,2022,2
11364,2022-02-24 08:33:57.427000+00:00,0 days 00:03:27.021000,55,2022,2
11363,2022-02-24 08:33:58.310000+00:00,0 days 00:00:00.883000,55,2022,2
11362,2022-02-24 08:34:11.476000+00:00,0 days 00:00:13.166000,55,2022,2
11361,2022-02-24 08:34:58.392000+00:00,0 days 00:00:46.916000,55,2022,2
11360,2022-02-24 08:36:08.753000+00:00,0 days 00:01:10.361000,55,2022,2
11359,2022-02-24 08:37:07.310000+00:00,0 days 00:00:58.557000,55,2022,2
11358,2022-02-24 08:37:54.962000+00:00,0 days 00:00:47.652000,55,2022,2
11357,2022-02-24 21:10:46.336000+00:00,0 days 12:32:51.374000,55,2022,2
11356,2022-02-24 22:33:52.520000+00:00,0 days 01:23:06.184000,55,2022,2
11355,2022-02-24 22:37:08.064000+00:00,0 days 00:03:15.544000,55,2022,2
11354,2022-02-24 22:37:41.378000+00:00,0 days 00:00:33.314000,55,2022,2
11353,2022-02-25 02:13:59.202000+00:00,0 days 03:36:17.824000,56,2022,2
11352,2022-02-25 06:47:35.191000+00:00,0 days 04:33:35.989000,56,2022,2
11351,2022-02-25 07:01:26.258000+00:00,0 days 00:13:51.067000,56,2022,2
11350,2022-02-25 07:01:31.099000+00:00,0 days 00:00:04.841000,56,2022,2
11349,2022-02-25 07:01:36.735000+00:00,0 days 00:00:05.636000,56,2022,2
11348,2022-02-25 08:04:46.418000+00:00,0 days 01:03:09.683000,56,2022,2
11347,2022-02-25 08:04:55.901000+00:00,0 days 00:00:09.483000,56,2022,2
11346,2022-02-25 08:08:20.387000+00:00,0 days 00:03:24.486000,56,2022,2
11345,2022-02-25 08:08:28.917000+00:00,0 days 00:00:08.530000,56,2022,2
11344,2022-02-25 08:14:17.991000+00:00,0 days 00:05:49.074000,56,2022,2
11343,2022-02-25 08:14:58.629000+00:00,0 days 00:00:40.638000,56,2022,2
11342,2022-02-25 08:15:58.310000+00:00,0 days 00:00:59.681000,56,2022,2
11341,2022-02-25 08:16:56.748000+00:00,0 days 00:00:58.438000,56,2022,2
11340,2022-02-25 21:31:04.282000+00:00,0 days 13:14:07.534000,56,2022,2
11339,2022-02-25 21:42:57.573000+00:00,0 days 00:11:53.291000,56,2022,2
11338,2022-02-25 21:44:54.555000+00:00,0 days 00:01:56.982000,56,2022,2
11337,2022-02-25 22:22:14.841000+00:00,0 days 00:37:20.286000,56,2022,2
11336,2022-02-25 22:22:37.385000+00:00,0 days 00:00:22.544000,56,2022,2
11335,2022-02-25 22:24:02.702000+00:00,0 days 00:01:25.317000,56,2022,2
11334,2022-02-25 22:25:04.808000+00:00,0 days 00:01:02.106000,56,2022,2
11333,2022-02-25 22:28:29.059000+00:00,0 days 00:03:24.251000,56,2022,2
11332,2022-02-25 22:28:49.759000+00:00,0 days 00:00:20.700000,56,2022,2
11331,2022-02-25 22:29:49.206000+00:00,0 days 00:00:59.447000,56,2022,2
11330,2022-02-26 04:45:49.142000+00:00,0 days 06:15:59.936000,57,2022,2
11329,2022-02-26 04:45:53.905000+00:00,0 days 00:00:04.763000,57,2022,2
11328,2022-02-26 04:46:01.883000+00:00,0 days 00:00:07.978000,57,2022,2
11327,2022-02-26 05:21:49.511000+00:00,0 days 00:35:47.628000,57,2022,2
11326,2022-02-26 05:21:57.357000+00:00,0 days 00:00:07.846000,57,2022,2
11325,2022-02-26 07:17:58.194000+00:00,0 days 01:56:00.837000,57,2022,2
11324,2022-02-26 07:20:51.855000+00:00,0 days 00:02:53.661000,57,2022,2
11323,2022-02-26 07:22:27.132000+00:00,0 days 00:01:35.277000,57,2022,2
11322,2022-02-26 07:24:11.555000+00:00,0 days 00:01:44.423000,57,2022,2
11321,2022-02-26 07:24:40.809000+00:00,0 days 00:00:29.254000,57,2022,2
11320,2022-02-26 07:35:35.653000+00:00,0 days 00:10:54.844000,57,2022,2
11319,2022-02-26 07:36:02.203000+00:00,0 days 00:00:26.550000,57,2022,2
11318,2022-02-26 07:40:28.587000+00:00,0 days 00:04:26.384000,57,2022,2
11317,2022-02-26 07:46:53.627000+00:00,0 days 00:06:25.040000,57,2022,2
11316,2022-02-26 07:47:41.852000+00:00,0 days 00:00:48.225000,57,2022,2
11315,2022-02-26 07:47:48.822000+00:00,0 days 00:00:06.970000,57,2022,2
11314,2022-02-26 07:51:42.419000+00:00,0 days 00:03:53.597000,57,2022,2
11313,2022-02-26 07:53:04.866000+00:00,0 days 00:01:22.447000,57,2022,2
11312,2022-02-26 07:53:43.008000+00:00,0 days 00:00:38.142000,57,2022,2
11311,2022-02-26 07:55:19.435000+00:00,0 days 00:01:36.427000,57,2022,2
11310,2022-02-26 07:55:30.005000+00:00,0 days 00:00:10.570000,57,2022,2
11309,2022-02-26 21:10:32.384000+00:00,0 days 13:15:02.379000,57,2022,2
11308,2022-02-27 02:46:43.563000+00:00,0 days 05:36:11.179000,58,2022,2
11307,2022-02-27 04:20:03.127000+00:00,0 days 01:33:19.564000,58,2022,2
11306,2022-02-27 04:20:09.777000+00:00,0 days 00:00:06.650000,58,2022,2
11305,2022-02-27 04:31:51.653000+00:00,0 days 00:11:41.876000,58,2022,2
11304,2022-02-27 07:26:08.305000+00:00,0 days 02:54:16.652000,58,2022,2
11303,2022-02-27 07:27:14.760000+00:00,0 days 00:01:06.455000,58,2022,2
11302,2022-02-27 07:52:15.998000+00:00,0 days 00:25:01.238000,58,2022,2
11301,2022-02-27 07:52:29.262000+00:00,0 days 00:00:13.264000,58,2022,2
11300,2022-02-27 07:53:08.341000+00:00,0 days 00:00:39.079000,58,2022,2
11299,2022-02-27 07:54:04.651000+00:00,0 days 00:00:56.310000,58,2022,2
11298,2022-02-27 07:54:10.292000+00:00,0 days 00:00:05.641000,58,2022,2
11297,2022-02-27 08:06:54.559000+00:00,0 days 00:12:44.267000,58,2022,2
11296,2022-02-27 08:08:04.635000+00:00,0 days 00:01:10.076000,58,2022,2
11295,2022-02-27 08:08:44.903000+00:00,0 days 00:00:40.268000,58,2022,2
11294,2022-02-27 08:15:51.940000+00:00,0 days 00:07:07.037000,58,2022,2
11293,2022-02-27 08:16:43.269000+00:00,0 days 00:00:51.329000,58,2022,2
11292,2022-02-27 08:17:28.394000+00:00,0 days 00:00:45.125000,58,2022,2
11291,2022-02-27 21:37:37.245000+00:00,0 days 13:20:08.851000,58,2022,2
11290,2022-02-27 21:50:41.466000+00:00,0 days 00:13:04.221000,58,2022,2
11289,2022-02-27 21:53:48.497000+00:00,0 days 00:03:07.031000,58,2022,2
11288,2022-02-27 22:02:55.185000+00:00,0 days 00:09:06.688000,58,2022,2
11287,2022-02-27 22:03:59.070000+00:00,0 days 00:01:03.885000,58,2022,2
11286,2022-02-27 22:36:07.672000+00:00,0 days 00:32:08.602000,58,2022,2
11285,2022-02-27 22:43:18.157000+00:00,0 days 00:07:10.485000,58,2022,2
11284,2022-02-27 23:59:58.344000+00:00,0 days 01:16:40.187000,58,2022,2
11283,2022-02-28 00:21:25.027000+00:00,0 days 00:21:26.683000,59,2022,2
11282,2022-02-28 04:01:59.268000+00:00,0 days 03:40:34.241000,59,2022,2
11281,2022-02-28 04:02:24.811000+00:00,0 days 00:00:25.543000,59,2022,2
11280,2022-02-28 06:11:14.219000+00:00,0 days 02:08:49.408000,59,2022,2
11279,2022-02-28 06:12:25.086000+00:00,0 days 00:01:10.867000,59,2022,2
11278,2022-02-28 06:13:46.867000+00:00,0 days 00:01:21.781000,59,2022,2
11277,2022-02-28 06:13:57.855000+00:00,0 days 00:00:10.988000,59,2022,2
11276,2022-02-28 06:15:57.158000+00:00,0 days 00:01:59.303000,59,2022,2
11275,2022-02-28 15:31:01.971000+00:00,0 days 09:15:04.813000,59,2022,2
11274,2022-02-28 15:39:39.789000+00:00,0 days 00:08:37.818000,59,2022,2
11273,2022-02-28 15:39:50.308000+00:00,0 days 00:00:10.519000,59,2022,2
11272,2022-02-28 15:43:23.059000+00:00,0 days 00:03:32.751000,59,2022,2
11271,2022-02-28 15:43:37.773000+00:00,0 days 00:00:14.714000,59,2022,2
11270,2022-02-28 18:21:45.147000+00:00,0 days 02:38:07.374000,59,2022,2
11269,2022-02-28 21:10:49.613000+00:00,0 days 02:49:04.466000,59,2022,2
11268,2022-02-28 21:19:06.242000+00:00,0 days 00:08:16.629000,59,2022,2
11267,2022-02-28 21:19:13.689000+00:00,0 days 00:00:07.447000,59,2022,2
11266,2022-02-28 22:01:52.917000+00:00,0 days 00:42:39.228000,59,2022,2
11265,2022-02-28 22:05:20.647000+00:00,0 days 00:03:27.730000,59,2022,2
11264,2022-02-28 22:40:33.159000+00:00,0 days 00:35:12.512000,59,2022,2
11263,2022-02-28 22:53:43.701000+00:00,0 days 00:13:10.542000,59,2022,2
11262,2022-03-01 00:13:46.336000+00:00,0 days 01:20:02.635000,60,2022,3
11261,2022-03-01 03:15:59.590000+00:00,0 days 03:02:13.254000,60,2022,3
11260,2022-03-01 03:16:08.125000+00:00,0 days 00:00:08.535000,60,2022,3
11259,2022-03-01 03:17:58.856000+00:00,0 days 00:01:50.731000,60,2022,3
11258,2022-03-01 03:18:41.602000+00:00,0 days 00:00:42.746000,60,2022,3
11257,2022-03-01 07:20:39.977000+00:00,0 days 04:01:58.375000,60,2022,3
11256,2022-03-01 14:19:30.291000+00:00,0 days 06:58:50.314000,60,2022,3
11255,2022-03-01 14:20:33.950000+00:00,0 days 00:01:03.659000,60,2022,3
11254,2022-03-01 14:21:51.697000+00:00,0 days 00:01:17.747000,60,2022,3
11253,2022-03-01 14:33:34.443000+00:00,0 days 00:11:42.746000,60,2022,3
11252,2022-03-01 14:35:22.950000+00:00,0 days 00:01:48.507000,60,2022,3
11251,2022-03-01 14:38:24.607000+00:00,0 days 00:03:01.657000,60,2022,3
11250,2022-03-01 14:44:51.748000+00:00,0 days 00:06:27.141000,60,2022,3
11249,2022-03-01 14:53:01.251000+00:00,0 days 00:08:09.503000,60,2022,3
11248,2022-03-01 21:34:36.279000+00:00,0 days 06:41:35.028000,60,2022,3
11247,2022-03-01 21:34:42.803000+00:00,0 days 00:00:06.524000,60,2022,3
11246,2022-03-01 21:49:38.579000+00:00,0 days 00:14:55.776000,60,2022,3
11245,2022-03-01 21:49:54.112000+00:00,0 days 00:00:15.533000,60,2022,3
11244,2022-03-01 21:51:15.482000+00:00,0 days 00:01:21.370000,60,2022,3
11243,2022-03-01 21:51:50.953000+00:00,0 days 00:00:35.471000,60,2022,3
11242,2022-03-02 01:19:10.665000+00:00,0 days 03:27:19.712000,61,2022,3
11241,2022-03-02 01:20:37.771000+00:00,0 days 00:01:27.106000,61,2022,3
11240,2022-03-02 01:25:15.184000+00:00,0 days 00:04:37.413000,61,2022,3
11239,2022-03-02 01:27:05.074000+00:00,0 days 00:01:49.890000,61,2022,3
11238,2022-03-02 01:27:34.036000+00:00,0 days 00:00:28.962000,61,2022,3
11237,2022-03-02 01:32:19.847000+00:00,0 days 00:04:45.811000,61,2022,3
11236,2022-03-02 01:32:26.486000+00:00,0 days 00:00:06.639000,61,2022,3
11235,2022-03-02 01:40:02.230000+00:00,0 days 00:07:35.744000,61,2022,3
11234,2022-03-02 04:09:29.765000+00:00,0 days 02:29:27.535000,61,2022,3
11233,2022-03-02 04:09:55.793000+00:00,0 days 00:00:26.028000,61,2022,3
11232,2022-03-02 04:10:01.726000+00:00,0 days 00:00:05.933000,61,2022,3
11231,2022-03-02 04:10:47.648000+00:00,0 days 00:00:45.922000,61,2022,3
11230,2022-03-02 04:11:09.822000+00:00,0 days 00:00:22.174000,61,2022,3
11229,2022-03-02 04:13:55.021000+00:00,0 days 00:02:45.199000,61,2022,3
11228,2022-03-02 04:14:13.793000+00:00,0 days 00:00:18.772000,61,2022,3
11227,2022-03-02 04:49:01.788000+00:00,0 days 00:34:47.995000,61,2022,3
11226,2022-03-02 05:05:40.633000+00:00,0 days 00:16:38.845000,61,2022,3
11225,2022-03-02 05:11:53.910000+00:00,0 days 00:06:13.277000,61,2022,3
11224,2022-03-02 05:15:22.992000+00:00,0 days 00:03:29.082000,61,2022,3
11223,2022-03-02 05:41:45.660000+00:00,0 days 00:26:22.668000,61,2022,3
11222,2022-03-02 05:41:58.393000+00:00,0 days 00:00:12.733000,61,2022,3
11221,2022-03-02 07:23:59.539000+00:00,0 days 01:42:01.146000,61,2022,3
11220,2022-03-02 14:49:33.038000+00:00,0 days 07:25:33.499000,61,2022,3
11219,2022-03-02 14:52:51.126000+00:00,0 days 00:03:18.088000,61,2022,3
11218,2022-03-02 14:53:59.969000+00:00,0 days 00:01:08.843000,61,2022,3
11217,2022-03-02 14:54:42.297000+00:00,0 days 00:00:42.328000,61,2022,3
11216,2022-03-02 15:08:33.614000+00:00,0 days 00:13:51.317000,61,2022,3
11215,2022-03-02 16:15:57.094000+00:00,0 days 01:07:23.480000,61,2022,3
11214,2022-03-02 16:16:31.517000+00:00,0 days 00:00:34.423000,61,2022,3
11213,2022-03-02 16:18:47.111000+00:00,0 days 00:02:15.594000,61,2022,3
11212,2022-03-02 16:34:42.146000+00:00,0 days 00:15:55.035000,61,2022,3
11211,2022-03-02 17:55:29.173000+00:00,0 days 01:20:47.027000,61,2022,3
11210,2022-03-02 17:55:36.713000+00:00,0 days 00:00:07.540000,61,2022,3
11209,2022-03-02 18:05:33.576000+00:00,0 days 00:09:56.863000,61,2022,3
11208,2022-03-02 18:09:48.428000+00:00,0 days 00:04:14.852000,61,2022,3
11207,2022-03-02 18:10:05.313000+00:00,0 days 00:00:16.885000,61,2022,3
11206,2022-03-02 18:16:10.436000+00:00,0 days 00:06:05.123000,61,2022,3
11205,2022-03-02 18:16:26.261000+00:00,0 days 00:00:15.825000,61,2022,3
11204,2022-03-02 18:44:29.821000+00:00,0 days 00:28:03.560000,61,2022,3
11203,2022-03-02 18:51:31.968000+00:00,0 days 00:07:02.147000,61,2022,3
11202,2022-03-02 20:55:52.173000+00:00,0 days 02:04:20.205000,61,2022,3
11201,2022-03-02 20:57:00.183000+00:00,0 days 00:01:08.010000,61,2022,3
11200,2022-03-03 00:35:40.482000+00:00,0 days 03:38:40.299000,62,2022,3
11199,2022-03-03 00:36:03.444000+00:00,0 days 00:00:22.962000,62,2022,3
11198,2022-03-03 00:36:57.410000+00:00,0 days 00:00:53.966000,62,2022,3
11197,2022-03-03 00:40:29.875000+00:00,0 days 00:03:32.465000,62,2022,3
11196,2022-03-03 00:40:35.505000+00:00,0 days 00:00:05.630000,62,2022,3
11195,2022-03-03 00:45:54.233000+00:00,0 days 00:05:18.728000,62,2022,3
11194,2022-03-03 00:54:47.905000+00:00,0 days 00:08:53.672000,62,2022,3
11193,2022-03-03 00:59:58.078000+00:00,0 days 00:05:10.173000,62,2022,3
11192,2022-03-03 01:01:40.654000+00:00,0 days 00:01:42.576000,62,2022,3
11191,2022-03-03 04:06:40.572000+00:00,0 days 03:04:59.918000,62,2022,3
11190,2022-03-03 04:07:11.559000+00:00,0 days 00:00:30.987000,62,2022,3
11189,2022-03-03 04:07:17.312000+00:00,0 days 00:00:05.753000,62,2022,3
11188,2022-03-03 04:10:11.207000+00:00,0 days 00:02:53.895000,62,2022,3
11187,2022-03-03 04:13:56.692000+00:00,0 days 00:03:45.485000,62,2022,3
11186,2022-03-03 17:40:03.834000+00:00,0 days 13:26:07.142000,62,2022,3
11185,2022-03-03 17:42:13.138000+00:00,0 days 00:02:09.304000,62,2022,3
11184,2022-03-03 21:47:50.789000+00:00,0 days 04:05:37.651000,62,2022,3
11183,2022-03-03 21:48:52.838000+00:00,0 days 00:01:02.049000,62,2022,3
11182,2022-03-03 21:51:51.646000+00:00,0 days 00:02:58.808000,62,2022,3
11181,2022-03-03 21:53:13.149000+00:00,0 days 00:01:21.503000,62,2022,3
11180,2022-03-04 01:19:25.878000+00:00,0 days 03:26:12.729000,63,2022,3
11179,2022-03-04 03:53:04.186000+00:00,0 days 02:33:38.308000,63,2022,3
11178,2022-03-04 03:53:09.934000+00:00,0 days 00:00:05.748000,63,2022,3
11177,2022-03-04 03:54:28.012000+00:00,0 days 00:01:18.078000,63,2022,3
11176,2022-03-04 03:55:02.041000+00:00,0 days 00:00:34.029000,63,2022,3
11175,2022-03-04 03:56:17.554000+00:00,0 days 00:01:15.513000,63,2022,3
11174,2022-03-04 03:58:04.702000+00:00,0 days 00:01:47.148000,63,2022,3
11173,2022-03-04 04:12:58.556000+00:00,0 days 00:14:53.854000,63,2022,3
11172,2022-03-04 04:13:18.095000+00:00,0 days 00:00:19.539000,63,2022,3
11171,2022-03-04 04:13:49.380000+00:00,0 days 00:00:31.285000,63,2022,3
11170,2022-03-04 06:56:44.958000+00:00,0 days 02:42:55.578000,63,2022,3
11169,2022-03-04 07:28:20.695000+00:00,0 days 00:31:35.737000,63,2022,3
11168,2022-03-04 07:30:11.158000+00:00,0 days 00:01:50.463000,63,2022,3
11167,2022-03-04 07:31:10.305000+00:00,0 days 00:00:59.147000,63,2022,3
11166,2022-03-04 07:32:14.198000+00:00,0 days 00:01:03.893000,63,2022,3
11165,2022-03-04 07:32:26.496000+00:00,0 days 00:00:12.298000,63,2022,3
11164,2022-03-04 07:33:40.899000+00:00,0 days 00:01:14.403000,63,2022,3
11163,2022-03-04 07:33:47.285000+00:00,0 days 00:00:06.386000,63,2022,3
11162,2022-03-04 07:33:52.761000+00:00,0 days 00:00:05.476000,63,2022,3
11161,2022-03-04 07:38:51.979000+00:00,0 days 00:04:59.218000,63,2022,3
11160,2022-03-04 07:38:58.477000+00:00,0 days 00:00:06.498000,63,2022,3
11159,2022-03-04 07:45:15.440000+00:00,0 days 00:06:16.963000,63,2022,3
11158,2022-03-04 07:46:04.266000+00:00,0 days 00:00:48.826000,63,2022,3
11157,2022-03-04 07:51:23.315000+00:00,0 days 00:05:19.049000,63,2022,3
11156,2022-03-04 18:10:27.237000+00:00,0 days 10:19:03.922000,63,2022,3
11155,2022-03-04 21:29:03.744000+00:00,0 days 03:18:36.507000,63,2022,3
11154,2022-03-04 21:35:14.423000+00:00,0 days 00:06:10.679000,63,2022,3
11153,2022-03-04 21:43:40.071000+00:00,0 days 00:08:25.648000,63,2022,3
11152,2022-03-04 21:44:43.089000+00:00,0 days 00:01:03.018000,63,2022,3
11151,2022-03-04 21:45:46.224000+00:00,0 days 00:01:03.135000,63,2022,3
11150,2022-03-04 21:47:41.513000+00:00,0 days 00:01:55.289000,63,2022,3
11149,2022-03-04 21:47:49.859000+00:00,0 days 00:00:08.346000,63,2022,3
11148,2022-03-04 22:00:46.106000+00:00,0 days 00:12:56.247000,63,2022,3
11147,2022-03-04 22:01:02.578000+00:00,0 days 00:00:16.472000,63,2022,3
11146,2022-03-04 22:03:10.854000+00:00,0 days 00:02:08.276000,63,2022,3
11145,2022-03-04 22:04:39.121000+00:00,0 days 00:01:28.267000,63,2022,3
11144,2022-03-04 22:04:45.332000+00:00,0 days 00:00:06.211000,63,2022,3
11143,2022-03-04 22:07:24.674000+00:00,0 days 00:02:39.342000,63,2022,3
11142,2022-03-05 03:58:02.533000+00:00,0 days 05:50:37.859000,64,2022,3
11141,2022-03-05 07:30:36.551000+00:00,0 days 03:32:34.018000,64,2022,3
11140,2022-03-05 07:30:58.912000+00:00,0 days 00:00:22.361000,64,2022,3
11139,2022-03-05 07:31:27.529000+00:00,0 days 00:00:28.617000,64,2022,3
11138,2022-03-05 07:31:40.241000+00:00,0 days 00:00:12.712000,64,2022,3
11137,2022-03-05 21:22:11.356000+00:00,0 days 13:50:31.115000,64,2022,3
11136,2022-03-06 05:55:04.692000+00:00,0 days 08:32:53.336000,65,2022,3
11135,2022-03-06 06:04:20.109000+00:00,0 days 00:09:15.417000,65,2022,3
11134,2022-03-06 06:57:11.058000+00:00,0 days 00:52:50.949000,65,2022,3
11133,2022-03-06 07:26:43.775000+00:00,0 days 00:29:32.717000,65,2022,3
11132,2022-03-06 19:38:01.736000+00:00,0 days 12:11:17.961000,65,2022,3
11131,2022-03-06 19:38:40.154000+00:00,0 days 00:00:38.418000,65,2022,3
11130,2022-03-06 19:43:54.864000+00:00,0 days 00:05:14.710000,65,2022,3
11129,2022-03-06 22:23:16.142000+00:00,0 days 02:39:21.278000,65,2022,3
11128,2022-03-06 22:23:59.060000+00:00,0 days 00:00:42.918000,65,2022,3
11127,2022-03-06 22:27:46.079000+00:00,0 days 00:03:47.019000,65,2022,3
11126,2022-03-06 22:27:52.229000+00:00,0 days 00:00:06.150000,65,2022,3
11125,2022-03-06 22:31:02.667000+00:00,0 days 00:03:10.438000,65,2022,3
11124,2022-03-07 00:15:30.215000+00:00,0 days 01:44:27.548000,66,2022,3
11123,2022-03-07 00:15:42.442000+00:00,0 days 00:00:12.227000,66,2022,3
11122,2022-03-07 00:58:20.196000+00:00,0 days 00:42:37.754000,66,2022,3
11121,2022-03-07 01:02:11.321000+00:00,0 days 00:03:51.125000,66,2022,3
11120,2022-03-07 01:02:25.960000+00:00,0 days 00:00:14.639000,66,2022,3
11119,2022-03-07 01:33:56.946000+00:00,0 days 00:31:30.986000,66,2022,3
11118,2022-03-07 01:36:33.502000+00:00,0 days 00:02:36.556000,66,2022,3
11117,2022-03-07 01:38:34.414000+00:00,0 days 00:02:00.912000,66,2022,3
11116,2022-03-07 01:38:58.260000+00:00,0 days 00:00:23.846000,66,2022,3
11115,2022-03-07 01:48:51.310000+00:00,0 days 00:09:53.050000,66,2022,3
11114,2022-03-07 03:03:47.713000+00:00,0 days 01:14:56.403000,66,2022,3
11113,2022-03-07 03:03:53.725000+00:00,0 days 00:00:06.012000,66,2022,3
11112,2022-03-07 03:14:07.672000+00:00,0 days 00:10:13.947000,66,2022,3
11111,2022-03-07 03:17:16.718000+00:00,0 days 00:03:09.046000,66,2022,3
11110,2022-03-07 03:17:23.659000+00:00,0 days 00:00:06.941000,66,2022,3
11109,2022-03-07 03:17:31.020000+00:00,0 days 00:00:07.361000,66,2022,3
11108,2022-03-07 03:44:20.601000+00:00,0 days 00:26:49.581000,66,2022,3
11107,2022-03-07 03:44:40.825000+00:00,0 days 00:00:20.224000,66,2022,3
11106,2022-03-07 03:45:09.491000+00:00,0 days 00:00:28.666000,66,2022,3
11105,2022-03-07 03:51:44.918000+00:00,0 days 00:06:35.427000,66,2022,3
11104,2022-03-07 03:55:33.663000+00:00,0 days 00:03:48.745000,66,2022,3
11103,2022-03-07 03:55:40.223000+00:00,0 days 00:00:06.560000,66,2022,3
11102,2022-03-07 03:55:50.248000+00:00,0 days 00:00:10.025000,66,2022,3
11101,2022-03-07 04:22:34.867000+00:00,0 days 00:26:44.619000,66,2022,3
11100,2022-03-07 04:22:41.377000+00:00,0 days 00:00:06.510000,66,2022,3
11099,2022-03-07 04:31:06.393000+00:00,0 days 00:08:25.016000,66,2022,3
11098,2022-03-07 04:31:14.852000+00:00,0 days 00:00:08.459000,66,2022,3
11097,2022-03-07 04:38:37.867000+00:00,0 days 00:07:23.015000,66,2022,3
11096,2022-03-07 04:38:48.850000+00:00,0 days 00:00:10.983000,66,2022,3
11095,2022-03-07 04:50:30.431000+00:00,0 days 00:11:41.581000,66,2022,3
11094,2022-03-07 04:50:36.248000+00:00,0 days 00:00:05.817000,66,2022,3
11093,2022-03-07 04:50:44.027000+00:00,0 days 00:00:07.779000,66,2022,3
11092,2022-03-07 04:50:56.726000+00:00,0 days 00:00:12.699000,66,2022,3
11091,2022-03-07 04:54:15.871000+00:00,0 days 00:03:19.145000,66,2022,3
11090,2022-03-07 04:54:23.220000+00:00,0 days 00:00:07.349000,66,2022,3
11089,2022-03-07 04:58:20.612000+00:00,0 days 00:03:57.392000,66,2022,3
11088,2022-03-07 04:58:30.384000+00:00,0 days 00:00:09.772000,66,2022,3
11087,2022-03-07 18:38:56.946000+00:00,0 days 13:40:26.562000,66,2022,3
11086,2022-03-07 18:40:39.600000+00:00,0 days 00:01:42.654000,66,2022,3
11085,2022-03-07 21:01:01.660000+00:00,0 days 02:20:22.060000,66,2022,3
11084,2022-03-07 21:01:13.830000+00:00,0 days 00:00:12.170000,66,2022,3
11083,2022-03-07 22:08:26.111000+00:00,0 days 01:07:12.281000,66,2022,3
11082,2022-03-07 22:08:37.511000+00:00,0 days 00:00:11.400000,66,2022,3
11081,2022-03-07 22:10:02.358000+00:00,0 days 00:01:24.847000,66,2022,3
11080,2022-03-07 22:10:11.889000+00:00,0 days 00:00:09.531000,66,2022,3
11079,2022-03-07 22:13:27.620000+00:00,0 days 00:03:15.731000,66,2022,3
11078,2022-03-07 22:27:17.744000+00:00,0 days 00:13:50.124000,66,2022,3
11077,2022-03-08 00:33:19.701000+00:00,0 days 02:06:01.957000,67,2022,3
11076,2022-03-08 00:33:26.419000+00:00,0 days 00:00:06.718000,67,2022,3
11075,2022-03-08 00:38:42.515000+00:00,0 days 00:05:16.096000,67,2022,3
11074,2022-03-08 00:40:36.736000+00:00,0 days 00:01:54.221000,67,2022,3
11073,2022-03-08 01:15:00.694000+00:00,0 days 00:34:23.958000,67,2022,3
11072,2022-03-08 01:17:51.643000+00:00,0 days 00:02:50.949000,67,2022,3
11071,2022-03-08 02:54:15.138000+00:00,0 days 01:36:23.495000,67,2022,3
11070,2022-03-08 02:55:48.867000+00:00,0 days 00:01:33.729000,67,2022,3
11069,2022-03-08 02:55:54.370000+00:00,0 days 00:00:05.503000,67,2022,3
11068,2022-03-08 03:25:18.191000+00:00,0 days 00:29:23.821000,67,2022,3
11067,2022-03-08 03:27:11.593000+00:00,0 days 00:01:53.402000,67,2022,3
11066,2022-03-08 03:28:41.960000+00:00,0 days 00:01:30.367000,67,2022,3
11065,2022-03-08 03:29:43.528000+00:00,0 days 00:01:01.568000,67,2022,3
11064,2022-03-08 03:30:51.563000+00:00,0 days 00:01:08.035000,67,2022,3
11063,2022-03-08 03:30:56.449000+00:00,0 days 00:00:04.886000,67,2022,3
11062,2022-03-08 03:31:42.234000+00:00,0 days 00:00:45.785000,67,2022,3
11061,2022-03-08 03:32:43.936000+00:00,0 days 00:01:01.702000,67,2022,3
11060,2022-03-08 04:22:34.036000+00:00,0 days 00:49:50.100000,67,2022,3
11059,2022-03-08 04:23:33.530000+00:00,0 days 00:00:59.494000,67,2022,3
11058,2022-03-08 04:23:40.746000+00:00,0 days 00:00:07.216000,67,2022,3
11057,2022-03-08 04:24:36.926000+00:00,0 days 00:00:56.180000,67,2022,3
11056,2022-03-08 04:25:58.347000+00:00,0 days 00:01:21.421000,67,2022,3
11055,2022-03-08 04:29:30.924000+00:00,0 days 00:03:32.577000,67,2022,3
